1,12,0
1,12,4
1,12,4
1,12,0
1,185,4
1,316,0
1,79,0
1,59,0
1,185,0
1,123,0
1,55,2
1,138,0
1,73,0
1,14,0
1,69,0
1,28,0
1,54,0
1,5,0
1,67,0
1,18,0
1,35,2
1,14,0
1,54,0
1,28,0
1,73,0
1,138,0
1,69,0
1,67,0
1,18,0
1,5,0
1,35,2
1,138,2
1,14,0
1,69,0
1,28,0
1,73,0
1,54,0
1,5,0
1,67,0
1,18,0
1,35,0
1,39,0
1,20,0
1,129,0
1,26,0
1,30,0
1,78,0
1,94,0
1,29,0
1,1,0
1,55,2
1,1,4
1,39,0
1,30,0
1,26,0
1,129,0
1,94,0
1,29,0
1,78,0
1,20,0
1,55,0
1,11,2
1,58,0
1,38,0
1,4,0
1,5,0
1,34,0
1,77,0
1,7,0
1,59,0
1,11,0
1,38,2
1,7,0
1,11,0
1,58,0
1,4,0
1,5,0
1,34,0
1,77,0
1,59,0
1,11,0
1,1,0
1,11,0
1,2,0
1,58,0
1,36,0
1,38,0
1,7,0
1,5,0
1,4,0
1,24,0
1,34,0
1,48,0
1,5,0
1,23,0
1,8,2
1,4,0
1,2,0
1,1,0
1,2,0
1,4,0
1,2,0
1,1,0
1,1,0
1,1,0
1,1,2
1,8,0
1,19,0
1,1,0
1,3,0
1,2,0
1,5,0
1,2,0
1,8,2
1,1,0
1,1,0
1,6,0
1,10,0
1,6,0
1,1,0
1,11,0
1,2,0
1,12,0
1,0,0
1,13,0
1,6,0
1,0,0
1,2,0
1,13,0
1,1,0
1,15,0
1,0,0
1,13,0
1,5,0
1,6,0
1,1,0
1,0,0
1,7,0
1,3,0
1,5,0
1,10,0
1,0,0
1,5,0
1,14,0
1,1,0
1,6,0
1,7,0
1,1,0
1,14,0
1,2,0
1,1,4
1,2,0
1,21,0
1,2,0
1,4,0
1,8,0
1,7,0
1,12,0
1,3,2
1,5,0
1,6,0
1,2,0
1,14,0
1,9,0
1,0,0
1,5,0
1,2,0
1,17,0
1,0,0
1,2,0
1,0,0
1,0,0
1,9,0
1,0,0
1,27,0
1,6,0
1,15,0
1,7,0
1,15,0
1,11,0
1,11,0
1,2,0
1,0,0
1,2,0
1,2,0
1,10,0
1,0,0
1,9,0
1,11,0
1,1,0
1,15,0
1,14,0
1,5,0
1,0,0
1,5,0
1,2,0
1,2,0
1,1,0
1,0,0
1,2,0
1,0,0
1,2,0
1,0,0
1,1,0
1,1,0
1,19,0
1,2,0
1,2,0
1,3,0
1,5,0
1,1,0
1,8,0
1,8,0
1,1,0
1,1,0
1,6,0
1,10,0
1,6,0
1,1,0
1,2,0
1,11,0
1,12,0
1,2,0
1,15,0
1,0,0
1,13,0
1,13,0
1,1,0
1,6,0
1,0,0
1,0,0
1,3,0
1,13,0
1,5,0
1,0,0
1,7,0
1,1,0
1,5,0
1,6,0
1,10,0
1,14,0
1,1,0
1,1,0
1,6,0
1,14,0
1,5,0
1,7,0
1,0,0
1,2,0
1,1,0
1,2,0
1,7,0
1,4,0
1,2,0
1,21,0
1,8,0
1,12,0
1,3,0
1,14,0
1,2,0
1,5,0
1,5,0
1,0,0
1,2,0
1,6,0
1,9,0
1,17,0
1,0,0
1,27,0
1,0,0
1,2,0
1,9,0
1,0,0
1,0,0
1,6,0
1,15,0
1,2,0
1,15,0
1,2,0
1,2,0
1,11,0
1,7,0
1,11,0
1,0,0
1,10,0
1,14,0
1,0,0
1,5,0
1,0,0
1,11,0
1,1,0
1,9,0
1,15,0
1,5,0
1,0,0
1,1,0
1,2,0
1,0,0
1,2,0
1,0,0
1,2,0
1,2,0
1,1,0
1,2,6
1,5,0
1,2,0
1,3,0
1,1,0
1,19,0
1,1,0
1,8,0
1,8,0
1,6,0
1,10,0
1,1,0
1,2,0
1,6,0
1,1,0
1,11,0
1,1,0
1,12,0
1,6,0
1,13,0
1,15,0
1,0,0
1,2,0
1,13,0
1,1,0
1,0,0
1,0,0
1,3,12
